label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
ring,359,622,419,378,frame_0.jpg,1080,1920
ring,359,622,419,378,frame_1.jpg,1080,1920
ring,353,592,432,393,frame_10.jpg,1080,1920
ring,379,728,529,504,frame_100.jpg,1080,1920
ring,367,736,541,508,frame_101.jpg,1080,1920
ring,355,744,541,508,frame_102.jpg,1080,1920
ring,359,753,529,513,frame_103.jpg,1080,1920
ring,351,761,533,500,frame_104.jpg,1080,1920
ring,343,765,545,508,frame_105.jpg,1080,1920
ring,343,765,545,521,frame_106.jpg,1080,1920
ring,347,773,557,525,frame_107.jpg,1080,1920
ring,347,773,565,525,frame_108.jpg,1080,1920
ring,314,773,590,529,frame_109.jpg,1080,1920
ring,347,586,439,391,frame_11.jpg,1080,1920
ring,278,757,586,525,frame_110.jpg,1080,1920
ring,253,736,569,537,frame_111.jpg,1080,1920
ring,237,732,565,533,frame_112.jpg,1080,1920
ring,245,716,565,529,frame_113.jpg,1080,1920
ring,265,708,574,541,frame_114.jpg,1080,1920
ring,302,704,574,529,frame_115.jpg,1080,1920
ring,335,692,578,537,frame_116.jpg,1080,1920
ring,375,671,594,541,frame_117.jpg,1080,1920
ring,416,647,590,553,frame_118.jpg,1080,1920
ring,444,622,598,578,frame_119.jpg,1080,1920
ring,351,582,435,395,frame_12.jpg,1080,1920
ring,477,602,602,565,frame_120.jpg,1080,1920
ring,489,574,582,582,frame_121.jpg,1080,1920
ring,497,537,582,594,frame_122.jpg,1080,1920
ring,497,517,582,598,frame_123.jpg,1080,1920
ring,477,496,603,598,frame_124.jpg,1080,1920
ring,453,468,594,602,frame_125.jpg,1080,1920
ring,428,456,590,598,frame_126.jpg,1080,1920
ring,408,439,598,606,frame_127.jpg,1080,1920
ring,392,431,586,598,frame_128.jpg,1080,1920
ring,363,427,586,602,frame_129.jpg,1080,1920
ring,351,582,443,382,frame_13.jpg,1080,1920
ring,343,427,586,594,frame_130.jpg,1080,1920
ring,339,423,561,602,frame_131.jpg,1080,1920
ring,310,427,590,602,frame_132.jpg,1080,1920
ring,302,419,582,606,frame_133.jpg,1080,1920
ring,302,423,578,618,frame_134.jpg,1080,1920
ring,278,423,582,614,frame_135.jpg,1080,1920
ring,269,431,582,618,frame_136.jpg,1080,1920
ring,261,431,590,622,frame_137.jpg,1080,1920
ring,249,439,594,614,frame_138.jpg,1080,1920
ring,241,443,594,614,frame_139.jpg,1080,1920
ring,355,569,431,399,frame_14.jpg,1080,1920
ring,253,447,586,618,frame_140.jpg,1080,1920
ring,257,464,582,606,frame_141.jpg,1080,1920
ring,249,476,582,610,frame_142.jpg,1080,1920
ring,253,484,578,606,frame_143.jpg,1080,1920
ring,257,496,574,610,frame_144.jpg,1080,1920
ring,237,508,590,602,frame_145.jpg,1080,1920
ring,257,525,569,602,frame_146.jpg,1080,1920
ring,245,533,590,606,frame_147.jpg,1080,1920
ring,257,557,586,594,frame_148.jpg,1080,1920
ring,269,561,574,590,frame_149.jpg,1080,1920
ring,351,574,435,395,frame_15.jpg,1080,1920
ring,278,578,574,590,frame_150.jpg,1080,1920
ring,286,590,574,565,frame_151.jpg,1080,1920
ring,294,590,574,578,frame_152.jpg,1080,1920
ring,302,598,578,578,frame_153.jpg,1080,1920
ring,318,602,586,578,frame_154.jpg,1080,1920
ring,339,594,582,586,frame_155.jpg,1080,1920
ring,351,590,606,590,frame_156.jpg,1080,1920
ring,367,578,602,594,frame_157.jpg,1080,1920
ring,371,574,594,582,frame_158.jpg,1080,1920
ring,392,557,590,582,frame_159.jpg,1080,1920
ring,351,574,439,399,frame_16.jpg,1080,1920
ring,387,545,606,578,frame_160.jpg,1080,1920
ring,408,537,610,586,frame_161.jpg,1080,1920
ring,412,521,614,594,frame_162.jpg,1080,1920
ring,424,525,618,582,frame_163.jpg,1080,1920
ring,444,533,598,565,frame_164.jpg,1080,1920
ring,436,517,586,565,frame_165.jpg,1080,1920
ring,412,517,598,549,frame_166.jpg,1080,1920
ring,387,496,586,561,frame_167.jpg,1080,1920
ring,363,484,574,553,frame_168.jpg,1080,1920
ring,335,480,598,553,frame_169.jpg,1080,1920
ring,347,578,431,395,frame_17.jpg,1080,1920
ring,322,484,578,541,frame_170.jpg,1080,1920
ring,302,488,582,549,frame_171.jpg,1080,1920
ring,257,480,598,553,frame_172.jpg,1080,1920
ring,233,468,586,537,frame_173.jpg,1080,1920
